preco
463.73654977032874
464.71730886433653
473.4567622899638
475.1964874356495
481.4774353196543
478.50664951095524
478.4941963387689
478.70068159442
477.0469630371712
473.8952391700656
466.88600731239615
452.1776497442035
453.5325814535501
446.84407877546516
450.21529678014406
454.2637774719176
464.55239483670164
460.0475860433737
474.18405015683953
466.0096728064618
471.8570017803446
485.23802177480314
489.35446618827206
494.49321649988696
488.5272747946481
487.4143674665529
488.07980927832386
491.4558543792933
490.11743325138633
483.6991197555444
466.9988232599948
474.3059397524629
475.1868233306208
477.6386829420995
484.2206713324691
483.352480037583
480.2362761044751
494.81485258221073
495.1622686025322
484.5487756220542
480.369968237413
485.3961947176167
480.72400004856127
485.2205940135723
490.6471929640393
558.2529072618181
560.2091855667513
574.3419691419124
571.5814508061349
567.5099446533559
571.9516660701895
